Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Longitude,Location
2100 Windsor St,Chattanooga,TN,37406,02/24/2018 07:40:00 AM,TN0330100,B3,90F,"Family Offenses , Nonviolent",Part 2 Crimes,18-016542,1,Unfounded,35.048543606000074,-85.264719505999963,"(35.048543606, -85.264719506)"
900 Pineville Rd,Chattanooga,TN,37405,02/24/2018 08:11:00 AM,TN0330100,A5,91Z,,,18-016539,3,Pending/Possible Leads,35.070404395000061,-85.329127327999956,"(35.070404395, -85.329127328)"
2000 Gunbarrel Rd,Chattanooga,TN,37421,02/24/2018 08:48:00 AM,TN0330100,C7,91Z,,,18-016550,3,Pending/Possible Leads,35.031161099,-85.155167544999969,"(35.031161099, -85.155167545)"
2200 Milne St,Chattanooga,TN,37406,02/24/2018 09:00:00 AM,TN0330100,B3,91Z,,,18-016556,3,Pending/Possible Leads,35.047399834,-85.26439524,"(35.047399834, -85.26439524)"
2000 Hamill Rd,Chattanooga,TN,37343,02/24/2018 09:05:00 AM,TN0330100,A2,91Z,,,18-016552,3,Pending/Possible Leads,35.123118332,-85.237898877999996,"(35.123118332, -85.237898878)"
7000 Mccutcheon Rd,Chattanooga,TN,37421,02/24/2018 09:39:00 AM,TN0330100,C9,91Z,,,18-016560,I,Closed,35.047099667000055,-85.15762879,"(35.047099667, -85.15762879)"
2400 Frost St,Chattanooga,TN,37406,02/24/2018 09:54:00 AM,TN0330100,B2,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-016562,3,Pending/Possible Leads,35.067679838,-85.245844088999945,"(35.067679838, -85.245844089)"
2000 S Willow St,Chattanooga,TN,37404,02/24/2018 10:00:00 AM,TN0330100,B6,91Z,,,18-016568,3,Pending/Possible Leads,35.020249753,-85.280102494999937,"(35.020249753, -85.280102495)"
2800 4th Ave,Chattanooga,TN,37407,02/24/2018 10:00:00 AM,TN0330100,B8,91Z,,,18-016594,3,Pending/Possible Leads,35.011537455,-85.283112652999975,"(35.011537455, -85.283112653)"
100 Frazier Ave,Chattanooga,TN,37405,02/24/2018 10:02:00 AM,TN0330100,A4,91Z,,,18-016566,3,Pending/Possible Leads,35.063304208,-85.308139100999952,"(35.063304208, -85.308139101)"
1400 Market St,Chattanooga,TN,37408,02/24/2018 10:05:00 AM,TN0330100,A9,91Z,,,18-016567,3,Pending/Possible Leads,35.037884801,-85.307838707999935,"(35.037884801, -85.307838708)"
6700 Middle Valley Rd,Chattanooga,TN,37343,02/24/2018 10:11:00 AM,TN0330100,A1,91Z,,,18-016575,3,Pending/Possible Leads,35.167283848000068,-85.20982001199998,"(35.167283848, -85.209820012)"
300 S Moore Rd,Chattanooga,TN,37411,02/24/2018 10:40:00 AM,TN0330100,C3,91Z,,,18-016573,3,Pending/Possible Leads,35.007270867000074,-85.230497370999956,"(35.007270867, -85.230497371)"
700 Magnolia St,Chattanooga,TN,37403,02/24/2018 10:52:00 AM,TN0330100,A8,91Z,,,18-016576,3,Pending/Possible Leads,35.042959039000053,-85.295569689999937,"(35.042959039, -85.29556969)"
1400 Ely Rd,Chattanooga,TN,37343,02/24/2018 11:00:00 AM,TN0330100,A3,91Z,,,18-016589,3,Pending/Possible Leads,35.123448344,-85.251939432999961,"(35.123448344, -85.251939433)"
400 Chickasaw Rd,Chattanooga,TN,37411,02/24/2018 11:00:00 AM,TN0330100,C2,91Z,,,18-016580,3,Pending/Possible Leads,35.02256770000006,-85.232011701999937,"(35.0225677, -85.232011702)"
200 Broad St,Chattanooga,TN,37402,02/24/2018 11:05:00 AM,TN0330100,A7,91Z,,,18-016596,3,Pending/Possible Leads,35.052977371,-85.310027741999946,"(35.052977371, -85.310027742)"
500 N Market St,Chattanooga,TN,37405,02/24/2018 11:17:00 AM,TN0330100,A4,91Z,,,18-016585,3,Pending/Possible Leads,35.066253465000052,-85.308508037999971,"(35.066253465, -85.308508038)"
2600 E 41st St,Chattanooga,TN,37407,02/24/2018 11:25:00 AM,TN0330100,B9,220,Burglary/Breaking And Entering,Part 1 Crimes,18-016588,3,Pending/Possible Leads,34.996498334,-85.28518672899996,"(34.996498334, -85.285186729)"
1400 Clearpoint Cir,Chattanooga,TN,37343,02/24/2018 11:27:00 AM,TN0330100,A3,11D,Forcible Fondling,Part 1 Crimes,18-016574,1,Unfounded,35.132669951,-85.248500162999989,"(35.132669951, -85.248500163)"
400 Greenway View Dr,Chattanooga,TN,37411,02/24/2018 11:30:00 AM,TN0330100,C3,23C,Shoplifting,Part 1 Crimes,18-016590,3,Pending/Possible Leads,35.008412739,-85.205566295999972,"(35.008412739, -85.205566296)"
1400 Market St,Chattanooga,TN,37408,02/24/2018 11:35:00 AM,TN0330100,A9,91Z,,,18-016593,3,Pending/Possible Leads,35.037239342,-85.308192148999964,"(35.037239342, -85.308192149)"
1500 Ryan St,Chattanooga,TN,37404,02/24/2018 11:40:00 AM,TN0330100,B6,13B,Simple Assault,Part 1 Crimes,18-016595,2,Cleared by Arrest,35.021498963,-85.26687165,"(35.021498963, -85.26687165)"
4700 58 Highway,Chattanooga,TN,37416,02/24/2018 11:54:00 AM,TN0330100,C5,91Z,,,18-016600,3,Pending/Possible Leads,,,
2400 Frost St,Chattanooga,TN,37406,02/24/2018 12:00:00 PM,TN0330100,B2,220,Burglary/Breaking And Entering,Part 1 Crimes,18-016635,3,Pending/Possible Leads,35.066095346,-85.244722607999975,"(35.066095346, -85.244722608)"
300 Market St,Chattanooga,TN,37402,02/24/2018 12:15:00 PM,TN0330100,A7,91Z,,,18-016605,3,Pending/Possible Leads,35.053903092,-85.309382568999965,"(35.053903092, -85.309382569)"
3200 Wilcox Blvd,Chattanooga,TN,37411,02/24/2018 12:23:00 PM,TN0330100,C1,91Z,,,18-016608,3,Pending/Possible Leads,35.048907501,-85.241785361999945,"(35.048907501, -85.241785362)"
1500 E 16th St,Chattanooga,TN,37404,02/24/2018 12:30:00 PM,TN0330100,B6,91Z,,,18-017008,4,Inactive/Suspended,35.026802494,-85.286036027999941,"(35.026802494, -85.286036028)"
300 W 6th St,Chattanooga,TN,37402,02/24/2018 12:30:00 PM,TN0330100,A7,91Z,,,18-016641,3,Pending/Possible Leads,35.050220654000064,-85.313583395999984,"(35.050220654, -85.313583396)"
2100 Gunbarrel Rd,Chattanooga,TN,37421,02/24/2018 12:30:00 PM,TN0330100,C7,23F,Theft From Motor Vehicle,Part 1 Crimes,18-016643,2,Cleared by Arrest,35.036059699,-85.15154197599999,"(35.036059699, -85.151541976)"
2300 Gale Ln,Chattanooga,TN,37421,02/24/2018 12:33:00 PM,TN0330100,C6,91Z,,,18-016617,3,Pending/Possible Leads,35.053849928,-85.178412960999964,"(35.053849928, -85.178412961)"
700 E Martin Luther King Blvd,Chattanooga,TN,37403,02/24/2018 12:43:00 PM,TN0330100,A9,91Z,,,18-016612,4,Inactive/Suspended,35.042307557000072,-85.298193286999989,"(35.042307557, -85.298193287)"
3000 St Paul St,Chattanooga,TN,37404,02/24/2018 01:00:00 PM,TN0330100,C1,26B,Fraud Credit Card/Automated Teller Machines,Part 1 Crimes,18-017843,3,Pending/Possible Leads,35.045819114000061,-85.246863810999955,"(35.045819114, -85.246863811)"
1100 E 3rd St,Chattanooga,TN,37403,02/24/2018 01:00:00 PM,TN0330100,A8,23C,Shoplifting,Part 1 Crimes,18-016620,3,Pending/Possible Leads,35.046547378,-85.287231416999944,"(35.046547378, -85.287231417)"
300 Pine Ridge Rd,Chattanooga,TN,37405,02/24/2018 01:04:00 PM,TN0330100,A4,23H,All Other Larceny,Part 1 Crimes,18-016569,3,Pending/Possible Leads,35.071211794000078,-85.31528538799995,"(35.071211794, -85.315285388)"
2100 Stein Dr,Chattanooga,TN,37421,02/24/2018 01:12:00 PM,TN0330100,C6,91Z,,,18-016621,3,Pending/Possible Leads,35.056297409000074,-85.186736176999958,"(35.056297409, -85.186736177)"
3100 Parker Ln,Chattanooga,TN,37419,02/24/2018 01:29:00 PM,TN0330100,A13,91Z,,,18-016624,3,Pending/Possible Leads,35.02638027,-85.362710897999989,"(35.02638027, -85.362710898)"
4600 Mission Rd,Chattanooga,TN,37411,02/24/2018 01:31:00 PM,TN0330100,C2,91Z,,,18-016633,3,Pending/Possible Leads,35.017742225,-85.229701811999945,"(35.017742225, -85.229701812)"
3500 Brainerd Rd,Chattanooga,TN,37411,02/24/2018 01:35:00 PM,TN0330100,C2,91Z,,,18-016628,3,Pending/Possible Leads,35.025947698,-85.248452378999943,"(35.025947698, -85.248452379)"
600 N Highland Park Ave,Chattanooga,TN,37404,02/24/2018 01:45:00 PM,TN0330100,B4,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-016636,3,Pending/Possible Leads,35.046232549000052,-85.276006450999944,"(35.046232549, -85.276006451)"
600 N Highland Park Ave,Chattanooga,TN,37404,02/24/2018 01:45:00 PM,TN0330100,B4,13A,Aggravated Assault,Part 1 Crimes,18-016636,3,Pending/Possible Leads,35.046232549000052,-85.276006450999944,"(35.046232549, -85.276006451)"
2500 Bailey Ave,Chattanooga,TN,37404,02/24/2018 01:48:00 PM,TN0330100,B5,91Z,,,18-016622,3,Pending/Possible Leads,35.029303687000073,-85.266289334999954,"(35.029303687, -85.266289335)"
1400 Market St,Chattanooga,TN,37408,02/24/2018 02:00:00 PM,TN0330100,A9,240,Motor Vehicle Theft,Part 1 Crimes,18-016733,4,Inactive/Suspended,35.037473050000074,-85.307692540999966,"(35.03747305, -85.307692541)"
2300 Shallowford Village Dr,Chattanooga,TN,37421,02/24/2018 02:00:00 PM,TN0330100,C9,91Z,,,18-016637,3,Pending/Possible Leads,35.044733116,-85.155717558999982,"(35.044733116, -85.155717559)"
5500 Brainerd Rd,Chattanooga,TN,37411,02/24/2018 02:14:00 PM,TN0330100,C3,280,"Stolen Property Offenses (Receiving, Etc.)",Part 1 Crimes,18-016647,I,Closed,35.009944142,-85.21949932599999,"(35.009944142, -85.219499326)"
5500 Brainerd Rd,Chattanooga,TN,37411,02/24/2018 02:14:00 PM,TN0330100,C3,35A,Drug/Narcotic Violations,Part 1 Crimes,18-016679,2,Cleared by Arrest,35.008965142,-85.220966325999996,"(35.008965142, -85.220966326)"
300 E 20th St,Chattanooga,TN,37408,02/24/2018 02:16:00 PM,TN0330100,A10,91Z,,,18-016640,3,Pending/Possible Leads,35.030150293000069,-85.306179623999981,"(35.030150293, -85.306179624)"
2500 Glass St,Chattanooga,TN,37406,02/24/2018 02:30:00 PM,TN0330100,B2,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,18-016686,3,Pending/Possible Leads,35.064930383000075,-85.24907014799993,"(35.064930383, -85.249070148)"
7900 E Brainerd Rd,Chattanooga,TN,37421,02/24/2018 02:30:00 PM,TN0330100,C8,23H,All Other Larceny,Part 1 Crimes,18-016691,3,Pending/Possible Leads,35.00555585,-85.153156772999964,"(35.00555585, -85.153156773)"
100 Colony Cir,Chattanooga,TN,37343,02/24/2018 02:40:00 PM,TN0330100,A1,91Z,,,18-016649,3,Pending/Possible Leads,35.172166562000058,-85.252841794999981,"(35.172166562, -85.252841795)"
900 Signal Mountain Rd,Chattanooga,TN,37405,02/24/2018 02:41:00 PM,TN0330100,A5,91Z,,,18-016651,3,Pending/Possible Leads,35.101699641000053,-85.331020507999966,"(35.101699641, -85.331020508)"
2600 Glass St,Chattanooga,TN,37406,02/24/2018 02:50:00 PM,TN0330100,B2,91Z,,,18-016664,3,Pending/Possible Leads,35.06651887400006,-85.245371358999975,"(35.066518874, -85.245371359)"
3300 Dodson Ave,Chattanooga,TN,37406,02/24/2018 02:51:00 PM,TN0330100,B1,220,Burglary/Breaking And Entering,Part 1 Crimes,18-016631,3,Pending/Possible Leads,35.075210099000081,-85.249275914999942,"(35.075210099, -85.249275915)"
7000 Amin Dr,Chattanooga,TN,37421,02/24/2018 03:00:00 PM,TN0330100,C6,91Z,,,18-016964,4,Inactive/Suspended,35.042037476000054,-85.159147907999966,"(35.042037476, -85.159147908)"
2100 Sharp St,Chattanooga,TN,37404,02/24/2018 03:00:00 PM,TN0330100,B4,91Z,,,18-016683,3,Pending/Possible Leads,35.04292414,-85.267947414999981,"(35.04292414, -85.267947415)"
6200 Lee Hwy,Chattanooga,TN,37421,02/24/2018 03:01:00 PM,TN0330100,C4,91Z,,,18-016669,2,Cleared by Arrest,35.030305669,-85.185321116999987,"(35.030305669, -85.185321117)"
E 43rd St//15th Ave,Chattanooga,TN,37407,02/24/2018 03:05:00 PM,TN0330100,B7,91Z,,,18-016650,3,Pending/Possible Leads,,,
5300 Kimbro St,Chattanooga,TN,37415,02/24/2018 03:26:00 PM,TN0330100,A1,91Z,,,18-016626,3,Pending/Possible Leads,35.146074662,-85.270306608999945,"(35.146074662, -85.270306609)"
5400 Hwy 153,Chattanooga,TN,37343,02/24/2018 03:30:00 PM,TN0330100,A1,91Z,,,18-016663,3,Pending/Possible Leads,35.139677865,-85.24879010799998,"(35.139677865, -85.248790108)"
500 Tucker St,Chattanooga,TN,37405,02/24/2018 03:49:00 PM,TN0330100,A4,23F,Theft From Motor Vehicle,Part 1 Crimes,18-016668,3,Pending/Possible Leads,35.066833669,-85.30321672499997,"(35.066833669, -85.303216725)"
1900 Gunbarrel Rd,Chattanooga,TN,37421,02/24/2018 03:58:00 PM,TN0330100,C7,91Z,,,18-016672,3,Pending/Possible Leads,35.029425797000059,-85.15550636,"(35.029425797, -85.15550636)"
100 Colony Cir,Chattanooga,TN,37343,02/24/2018 04:00:00 PM,TN0330100,A1,13B,Simple Assault,Part 1 Crimes,18-018326,3,Pending/Possible Leads,35.172119562000056,-85.253171794999972,"(35.172119562, -85.253171795)"
100 Colony Cir,Chattanooga,TN,37343,02/24/2018 04:00:00 PM,TN0330100,A1,13B,Simple Assault,Part 1 Crimes,18-018276,3,Pending/Possible Leads,35.173329562000056,-85.25204279499998,"(35.173329562, -85.252042795)"
6900 Lee Hwy,Chattanooga,TN,37421,02/24/2018 04:00:00 PM,TN0330100,C6,91Z,,,18-016674,3,Pending/Possible Leads,35.042601928000067,-85.165842705999978,"(35.042601928, -85.165842706)"
2500 6th Ave,Chattanooga,TN,37407,02/24/2018 04:01:00 PM,TN0330100,B8,91Z,,,18-016680,3,Pending/Possible Leads,35.012582124000055,-85.280862722999942,"(35.012582124, -85.280862723)"
3100 2nd Ave,Chattanooga,TN,37407,02/24/2018 04:20:00 PM,TN0330100,B7,91Z,,,18-016681,3,Pending/Possible Leads,35.008376069000079,-85.286588317999957,"(35.008376069, -85.286588318)"
8800 Production Ln,Chattanooga,TN,37363,02/24/2018 04:30:00 PM,TN0330100,C9,23F,Theft From Motor Vehicle,Part 1 Crimes,18-017234,3,Pending/Possible Leads,35.102345654000068,-85.056531720999985,"(35.102345654, -85.056531721)"
100 N Market St,Chattanooga,TN,37405,02/24/2018 04:33:00 PM,TN0330100,A4,91Z,,,18-016697,2,Cleared by Arrest,35.061877381000073,-85.308008925999957,"(35.061877381, -85.308008926)"
4000 Fagan St,Chattanooga,TN,37410,02/24/2018 04:51:00 PM,TN0330100,A12,91Z,,,18-016688,3,Pending/Possible Leads,35.003583374,-85.309400245999981,"(35.003583374, -85.309400246)"
1100 Crutchfield St,Chattanooga,TN,37406,02/24/2018 04:55:00 PM,TN0330100,B2,91Z,,,18-016704,3,Pending/Possible Leads,35.068996307,-85.267209434999941,"(35.068996307, -85.267209435)"
7800 Opal Dr,Chattanooga,TN,37416,02/24/2018 05:00:00 PM,TN0330100,C5,91Z,,,18-016701,3,Pending/Possible Leads,35.081998567,-85.17109820499995,"(35.081998567, -85.171098205)"
3900 16th Ave,Chattanooga,TN,37407,02/24/2018 05:00:00 PM,TN0330100,B9,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-016736,3,Pending/Possible Leads,34.995267879,-85.278710977999978,"(34.995267879, -85.278710978)"
3100 Lookaway Trl,Chattanooga,TN,37406,02/24/2018 05:04:00 PM,TN0330100,B1,91Z,,,18-016695,3,Pending/Possible Leads,35.077243826,-85.225169544999943,"(35.077243826, -85.225169545)"
4600 Brainerd Rd,Chattanooga,TN,37411,02/24/2018 05:38:00 PM,TN0330100,C2,91Z,,,18-016700,2,Cleared by Arrest,35.013661271,-85.232615937999952,"(35.013661271, -85.232615938)"
1500 Ringgold Rd,Chattanooga,TN,37404,02/24/2018 05:38:00 PM,TN0330100,B6,91Z,,,18-016699,3,Pending/Possible Leads,35.020705413,-85.267630563999944,"(35.020705413, -85.267630564)"
5500 Brainerd Rd,Chattanooga,TN,37411,02/24/2018 05:39:00 PM,TN0330100,C3,23H,All Other Larceny,Part 1 Crimes,18-016707,3,Pending/Possible Leads,35.010880609000068,-85.218789653999949,"(35.010880609, -85.218789654)"
7800 Hancock Rd,Chattanooga,TN,37416,02/24/2018 05:40:00 PM,TN0330100,C5,220,Burglary/Breaking And Entering,Part 1 Crimes,18-016731,3,Pending/Possible Leads,35.081131919,-85.176847444999964,"(35.081131919, -85.176847445)"
2800 Ridgecrest Dr,Chattanooga,TN,37406,02/24/2018 05:51:00 PM,TN0330100,B1,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-016720,2,Cleared by Arrest,35.077816661000057,-85.235373392999946,"(35.077816661, -85.235373393)"
3900 Hixson Pike,Chattanooga,TN,37415,02/24/2018 05:54:00 PM,TN0330100,A3,91Z,,,18-016710,2,Cleared by Arrest,35.113509103000069,-85.263144950999987,"(35.113509103, -85.263144951)"
3900 Hixson Pike,Chattanooga,TN,37415,02/24/2018 05:54:00 PM,TN0330100,A3,90D,Driving Under The Influence,Part 2 Crimes,18-016710,2,Cleared by Arrest,35.113509103000069,-85.263144950999987,"(35.113509103, -85.263144951)"
4800 Hixson Pike,Chattanooga,TN,37343,02/24/2018 06:03:00 PM,TN0330100,A3,91Z,,,18-016709,3,Pending/Possible Leads,35.128508732,-85.24684314,"(35.128508732, -85.24684314)"
2100 Hamilton Place Blvd,Chattanooga,TN,37421,02/24/2018 06:05:00 PM,TN0330100,C7,90C,Disorderly Conduct,Part 2 Crimes,18-016714,3,Pending/Possible Leads,35.034950695,-85.162261063999964,"(35.034950695, -85.162261064)"
2100 Hamilton Place Blvd,Chattanooga,TN,37421,02/24/2018 06:15:00 PM,TN0330100,C7,91Z,,,18-016724,3,Pending/Possible Leads,35.034677695,-85.162163063999969,"(35.034677695, -85.162163064)"
3100 7th Ave,Chattanooga,TN,37407,02/24/2018 06:32:00 PM,TN0330100,B8,91Z,,,18-016717,3,Pending/Possible Leads,35.007340301,-85.28233286599999,"(35.007340301, -85.282332866)"
1100 Mountain Creek Rd,Chattanooga,TN,37405,02/24/2018 07:00:00 PM,TN0330100,A5,91Z,,,18-017039,3,Pending/Possible Leads,35.117037090000075,-85.318656541999985,"(35.11703709, -85.318656542)"
4600 Paw Trl,Chattanooga,TN,37416,02/24/2018 07:00:00 PM,TN0330100,C5,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-016725,3,Pending/Possible Leads,35.079618798,-85.197274771999957,"(35.079618798, -85.197274772)"
6500 E Brainerd Rd,Chattanooga,TN,37421,02/24/2018 07:30:00 PM,TN0330100,C4,91Z,,,18-016727,3,Pending/Possible Leads,35.018947343000065,-85.189696105999957,"(35.018947343, -85.189696106)"
5700 Lee Hwy,Chattanooga,TN,37421,02/24/2018 08:10:00 PM,TN0330100,C4,91Z,,,18-016735,3,Pending/Possible Leads,35.019074449000065,-85.20342925,"(35.019074449, -85.20342925)"
2000 Ruby St,Chattanooga,TN,37406,02/24/2018 08:25:00 PM,TN0330100,B2,91Z,,,18-016728,3,Pending/Possible Leads,35.057843226,-85.259982286999957,"(35.057843226, -85.259982287)"
100 E 20th St,Chattanooga,TN,37408,02/24/2018 08:36:00 PM,TN0330100,A10,91Z,,,18-016732,3,Pending/Possible Leads,35.031301375000062,-85.30767751,"(35.031301375, -85.30767751)"
400 Northgate Mall Dr,Chattanooga,TN,37415,02/24/2018 08:53:00 PM,TN0330100,A2,23C,Shoplifting,Part 1 Crimes,18-016737,2,Cleared by Arrest,35.128193187,-85.238484857999936,"(35.128193187, -85.238484858)"
400 Northgate Mall Dr,Chattanooga,TN,37415,02/24/2018 08:53:00 PM,TN0330100,A2,13B,Simple Assault,Part 1 Crimes,18-016737,2,Cleared by Arrest,35.128193187,-85.238484857999936,"(35.128193187, -85.238484858)"
200 Northgate Mall Dr,Chattanooga,TN,37415,02/24/2018 08:54:00 PM,TN0330100,A2,90J,Trespass Of Real Property,Part 2 Crimes,18-017442,2,Cleared by Arrest,35.132097728000083,-85.238237851999955,"(35.132097728, -85.238237852)"
3900 Manor Rd,Chattanooga,TN,37411,02/24/2018 09:09:00 PM,TN0330100,C2,91Z,,,18-016671,3,Pending/Possible Leads,35.01952818600008,-85.23980376,"(35.019528186, -85.23980376)"
200 Water St,Chattanooga,TN,37410,02/24/2018 09:20:00 PM,TN0330100,A11,11A,Forcible Rape,Part 1 Crimes,18-016739,1,Unfounded,35.007387181,-85.313652733999959,"(35.007387181, -85.313652734)"
1200 Sholar Ave,Chattanooga,TN,37406,02/24/2018 09:40:00 PM,TN0330100,B3,13D,Assault (Stalking),Part 1 Crimes,18-016749,3,Pending/Possible Leads,35.051975101000068,-85.270911114999961,"(35.051975101, -85.270911115)"
700 E 8th St,Chattanooga,TN,37403,02/24/2018 09:52:00 PM,TN0330100,A8,91Z,,,18-016744,3,Pending/Possible Leads,35.043715511,-85.300636743999974,"(35.043715511, -85.300636744)"
900 Carter St,Chattanooga,TN,37402,02/24/2018 09:55:00 PM,TN0330100,A9,13B,Simple Assault,Part 1 Crimes,18-016746,2,Cleared by Arrest,35.046149888,-85.310830104999951,"(35.046149888, -85.310830105)"
5500 Brainerd Rd,Chattanooga,TN,37411,02/24/2018 10:00:00 PM,TN0330100,C3,91Z,,,18-016929,3,Pending/Possible Leads,35.009663609000064,-85.219444653999943,"(35.009663609, -85.219444654)"
4300 12th Ave,Chattanooga,TN,37407,02/24/2018 10:04:00 PM,TN0330100,B9,91Z,,,18-016748,3,Pending/Possible Leads,34.992032121000072,-85.28413358,"(34.992032121, -85.28413358)"
2600 Hixson Pike,Chattanooga,TN,37415,02/24/2018 10:40:00 PM,TN0330100,A3,91Z,,,18-016761,3,Pending/Possible Leads,35.090425895,-85.286038106999968,"(35.090425895, -85.286038107)"
3800 Alton Park Blvd,Chattanooga,TN,37410,02/24/2018 10:44:00 PM,TN0330100,A12,13B,Simple Assault,Part 1 Crimes,18-016758,3,Pending/Possible Leads,35.007782226000053,-85.318081502999959,"(35.007782226, -85.318081503)"
900 Carter St,Chattanooga,TN,37402,02/24/2018 11:00:00 PM,TN0330100,A9,23H,All Other Larceny,Part 1 Crimes,18-016788,3,Pending/Possible Leads,35.046175888,-85.31071410499996,"(35.046175888, -85.310714105)"
600 W 42nd St,Chattanooga,TN,37410,02/24/2018 11:00:00 PM,TN0330100,A12,91Z,,,18-016767,3,Pending/Possible Leads,35.005643263,-85.317416704999971,"(35.005643263, -85.317416705)"
2400 Kirby Ave,Chattanooga,TN,37404,02/24/2018 11:00:00 PM,TN0330100,B5,220,Burglary/Breaking And Entering,Part 1 Crimes,18-016764,3,Pending/Possible Leads,35.029812775,-85.269752794999945,"(35.029812775, -85.269752795)"
2500 Westside Dr,Chattanooga,TN,37404,02/24/2018 11:00:00 PM,TN0330100,B6,91Z,,,18-016775,3,Pending/Possible Leads,35.01142457600006,-85.270605559999936,"(35.011424576, -85.27060556)"
2300 Crutchfield St,Chattanooga,TN,37406,02/24/2018 11:00:00 PM,TN0330100,B2,23H,All Other Larceny,Part 1 Crimes,18-016905,3,Pending/Possible Leads,35.064339119,-85.253170221999952,"(35.064339119, -85.253170222)"
1700 S Seminole Dr,Chattanooga,TN,37412,02/24/2018 11:04:00 PM,TN0330100,B9,91Z,,,18-016768,3,Pending/Possible Leads,34.988871746000065,-85.274731335999931,"(34.988871746, -85.274731336)"
1200 Boynton Dr,Chattanooga,TN,37402,02/24/2018 11:16:00 PM,TN0330100,A6,91Z,,,18-016769,3,Pending/Possible Leads,35.045291789,-85.320932308999943,"(35.045291789, -85.320932309)"
5100 Alabama Ave,Chattanooga,TN,37409,02/24/2018 11:17:00 PM,TN0330100,A12,91Z,,,18-016770,3,Pending/Possible Leads,34.991924061,-85.332222140999988,"(34.991924061, -85.332222141)"
2900 3rd Ave,Chattanooga,TN,37407,02/24/2018 11:27:00 PM,TN0330100,B7,91Z,,,18-016773,3,Pending/Possible Leads,35.010842765,-85.284438662999946,"(35.010842765, -85.284438663)"
4800 Hixson Pike,Chattanooga,TN,37343,02/24/2018 11:40:00 PM,TN0330100,A3,91Z,,,18-016777,3,Pending/Possible Leads,35.127101826,-85.247975454999946,"(35.127101826, -85.247975455)"
6800 Shallowford Rd,Chattanooga,TN,37421,02/24/2018 11:50:00 PM,TN0330100,C6,91Z,,,18-016780,3,Pending/Possible Leads,35.04678228900007,-85.165694483999943,"(35.046782289, -85.165694484)"
2000 Hickory Valley Rd,Chattanooga,TN,37421,02/25/2018 12:06:00 AM,TN0330100,C6,90D,Driving Under The Influence,Part 2 Crimes,18-016790,2,Cleared by Arrest,35.037711929000054,-85.170207114999982,"(35.037711929, -85.170207115)"
2000 Hickory Valley Rd,Chattanooga,TN,37421,02/25/2018 12:06:00 AM,TN0330100,C6,91Z,,,18-016790,2,Cleared by Arrest,35.037711929000054,-85.170207114999982,"(35.037711929, -85.170207115)"
3600 Cummings Hwy,Chattanooga,TN,37419,02/25/2018 12:20:00 AM,TN0330100,A13,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-016791,3,Pending/Possible Leads,35.0174711,-85.378785296999993,"(35.0174711, -85.378785297)"
1200 Broad St,Chattanooga,TN,37402,02/25/2018 12:28:00 AM,TN0330100,A9,90C,Disorderly Conduct,Part 2 Crimes,18-016789,2,Cleared by Arrest,35.042398897000076,-85.310066969999937,"(35.042398897, -85.31006697)"
1200 Broad St,Chattanooga,TN,37402,02/25/2018 12:28:00 AM,TN0330100,A9,90E,Drunkenness,Part 2 Crimes,18-016789,2,Cleared by Arrest,35.042398897000076,-85.310066969999937,"(35.042398897, -85.31006697)"
1900 Chamberlain Ave,Chattanooga,TN,37404,02/25/2018 12:28:00 AM,TN0330100,B5,91Z,,,18-016792,3,Pending/Possible Leads,35.033889310000077,-85.274574908999966,"(35.03388931, -85.274574909)"
3200 Rossville Blvd,Chattanooga,TN,37407,02/25/2018 12:30:00 AM,TN0330100,B7,23D,Theft From Buildings,Part 1 Crimes,18-016794,3,Pending/Possible Leads,35.006476869000053,-85.293423729999944,"(35.006476869, -85.29342373)"
5500 Hwy 153,Chattanooga,TN,37343,02/25/2018 12:52:00 AM,TN0330100,A1,91Z,,,18-016799,3,Pending/Possible Leads,35.142434810000069,-85.249235011999971,"(35.14243481, -85.249235012)"
00 E Main St,Chattanooga,TN,37408,02/25/2018 01:00:00 AM,TN0330100,A10,23F,Theft From Motor Vehicle,Part 1 Crimes,18-016904,3,Pending/Possible Leads,35.035673327,-85.306756123999946,"(35.035673327, -85.306756124)"
900 Carter St,Chattanooga,TN,37402,02/25/2018 01:51:00 AM,TN0330100,A9,90C,Disorderly Conduct,Part 2 Crimes,18-016810,2,Cleared by Arrest,35.045346888,-85.310970104999953,"(35.045346888, -85.310970105)"
900 Carter St,Chattanooga,TN,37402,02/25/2018 01:51:00 AM,TN0330100,A9,90E,Drunkenness,Part 2 Crimes,18-016810,2,Cleared by Arrest,35.045346888,-85.310970104999953,"(35.045346888, -85.310970105)"
